"text-decoration-none href","rounded src","job-title","text-muted","mt-1","mt-1 2","badge","badge 2","badge 3"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-di-lam-ngay-26698473061.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/68010-200x200.jpg?v=1627027463","Nhân Viên Kỹ Thuật - Đi Làm Ngay","Công Ty TNHH Kỹ Thuật Công Nghệ Minh Việt","12 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-dieu-phoi-26698201481.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/4440-200x200.jpg?v=1582880000","Nhân Viên Điều Phối","Công ty TNHH MTV Quảng cáo Liên Tứ","8 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/product-photo-lead-26696965792.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/286030-200x200.jpg?v=1743569638","Product Photo Lead","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LEARA","15 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 3 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-dich-vu-bao-hanh--bao-tri-26696925055.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/276024-200x200.jpg?v=1741594785","Nhân Viên Kỹ Thuật Dịch Vụ Bảo Hành- Bảo Trì","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT QUỐC TẾ HOÀNG THÀNH","10 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/digital-marketing-26696341158.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485748-200x200.jpg?v=1777035622","Digital Marketing","CÔNG TY TNHH AN HIỆU","12 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ky-thuat-vien-may-loc-nuoc-26695920209.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92437-200x200.jpg?v=1661914859","Kỹ Thuật Viên Máy Lọc Nước","Công Ty Cổ Phần Tập Đoàn Kỹ Thuật Và Công Nghiệp Việt Nam Tại Hồ Chí Minh","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/logistics-specialist-26695607892.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485719-200x200.jpg?v=1777032032","Logistics Specialist","Công Ty TNHH TLT Electronics Vietnam","Thỏa thuận","Long An, Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/facade-engineer-ky-su-mat-dung-26695458523.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485737-200x200.jpg?v=1777032081","Facade Engineer (Kỹ Sư Mặt Dựng)","Van Aelst - Nguyen & Partners Architecture Consulting Company Limited","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/project-management-intern-26695254838.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/99959-200x200.jpg?v=1672026377","Project Management Intern","Công Ty TNHH Tư Vấn Thiết Kế-Xây Dựng Bảo Toàn","Đến 3 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/executive-assistant-to-the-general-director-26694969679.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/91793-200x200.jpg?v=1754272747","Executive Assistant To The General Director","Công Ty TNHH Kim Hà Việt","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/mobile-developer-android-kotlin-26693869780.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/428-200x200.jpg?v=1612495144","Mobile Developer (Android/Kotlin)","Union Technology Corporation","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/host-livestream-nganh-my-pham-cham-soc-toc-26693733990.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481480-200x200.jpg?v=1775563210","Host Livestream Ngành Mỹ Phẩm, Chăm Sóc Tóc","Hộ Kinh Doanh Hoàng Oanh Group","10 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/finance-analyst-26693706832.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/288426-200x200.jpg?v=1743571357","Finance Analyst","Công Ty Cổ Phần Đầu Tư Và Quản Lý Khách Sạn Akyn","Đến 35 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 4 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-lap-trinh-firmware-26693394515.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/315765-200x200.jpg?v=1751875589","Kỹ Sư Lập Trình Firmware","CÔNG TY CỔ PHẦN DEVBRIX","12 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/quan-tri-he-thong-thiet-bi-cua-hang-26692878513.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/280552-200x200.jpg?v=1741864063","Quản Trị Hệ Thống & Thiết Bị Cửa Hàng","Hộ Kinh Doanh Sửa Chữa Bảo Hành 1 (One)","9 - 11 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/thu-ky-du-an-26692376090.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/118780-200x200.jpg?v=1686624394","Thư Ký Dự Án","Công Ty Trách Nhiệm Hữu Hạn Golden","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-dich-vu-ke-toan-sales-dich-vu-ke-toan-kinh-doanh-dich-vu-ke-toan-thue-tpho-chi-minh-26692308195.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/389797-200x200.jpg?v=1764684007","Nhân Viên Tư Vấn Dịch Vụ Kế Toán/ Sales Dịch Vụ Kế Toán/ Kinh Doanh Dịch Vụ Kế Toán Thuế (TP.Hồ Chí Minh)","CÔNG TY TNHH VAR ECOM","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/middle-senior-frontend-engineerreactjsfullstack-26692104510.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/278823-200x200.jpg?v=1741596882","Middle/Senior Frontend Engineer(ReactJS,Fullstack)","PORTERS ASIA VIETNAM COMPANY LIMITED","22 - 68 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 4 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-service-engineer-26691860088.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/396792-200x200.jpg?v=1765814414","Nhân Viên Kỹ Thuật - Service Engineer","CÔNG TY TNHH NHẬT NAM ENGINEERING","Thỏa thuận","Hồ Chí Minh","Full-time","Dưới 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-tu-dong-hoa-26691832930.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/18375-200x200.jpg?v=1637724731","Kỹ Sư Tự Động Hóa","Công Ty TNHH Polytex Far Eastern (Việt Nam)","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ho-tro-it-cong-trinh-26691656403.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/479362-200x200.jpg?v=1774710009","Nhân Viên Hỗ Trợ IT / Công Trình","CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ ZINTECH","7 - 12 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ses-sales-tieng-nhat-n1-it-welcome-fresher-26961-binh-thanh-hcm-26672347065.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Ses Sales (Tiếng Nhật N1 / IT / Welcome Fresher) (26961) [Bình Thạnh , HCM]","Công Ty TNHH Reeracoen Việt Nam","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/ses-sales-tieng-nhat-n1-it-welcome-fresher-26961-binh-thanh-hcm-26672482855.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Ses Sales (Tiếng Nhật N1 / IT / Welcome Fresher) (26961) [Bình Thạnh , HCM]","Công Ty TNHH Reeracoen Việt Nam","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/garment-technical-designer-26625716779.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/484929-200x200.jpg?v=1776907356","Garment Technical Designer","Công Ty TNHH Eralda Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-tu-van-dich-vu-vien-thong-vt-quan-doi-yeu-cau-kinh-nghiem-g8-26673107489.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/161-200x200.jpg?v=1712119679","Chuyên Viên Tư Vấn Dịch Vụ Viễn Thông VT Quân Đội Yêu Cầu Kinh Nghiệm G8","Bellsystem24 VietNam","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/kiem-thu-vien-chat-luong-qa-tester-chuyen-ve-mobile-web-26686863016.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92384-200x200.jpg?v=1733714756","Kiểm Thử Viên Chất Lượng (QA Tester) - Chuyên Về Mobile & Web","Chi Nhánh Tại Thành Phố Hồ Chí Minh - Công Ty Cổ Phần Kids Plaza","17 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 3 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/braking-system-embedded-developer-intern-fresher-26686387751.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/55115-200x200.jpg?v=1769858944","Braking System Embedded Developer [Intern/Fresher]","Công Ty TNHH HCL Technologies Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/3d-executive-26685831012.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/42341-200x200.jpg?v=1583231752","3D Executive","Công Ty TNHH NND Studio","Từ 12 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-quan-ly-du-an-tan-binh-26685070588.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/575-200x200.jpg?v=1753345105","Chuyên Viên Quản Lý Dự Án – Tân Bình","Công Ty Cổ Phần BPO Mắt Bão","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-trien-khai-du-an-cntt-ha-tang-system-26685097746.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/271864-200x200.jpg?v=1741528169","Kỹ Sư Triển Khai Dự Án CNTT - Hạ Tầng System","Công Ty Cổ Phần Giải Pháp Công Nghệ PSYS","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-app-mang-xet-nghiem-26683916373.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/79526-200x200.jpg?v=1637569278","Nhân Viên Kỹ Thuật App (Mảng Xét Nghiệm)","Công Ty TNHH Thương Mại Dịch Vụ Và Trang Thiết Bị Y Tế Phú An","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/quan-ly-du-an-26683617635.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/287738-200x200.jpg?v=1743570890","Quản Lý Dự Án","CÔNG TY TNHH CAO LÊ LAND CONCEPT","35 - 40 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 6 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/game-designer-26683644793.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/96489-200x200.jpg?v=1667962677","Game Designer","Công Ty TNHH Oneuniverse Vn","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-phat-trien-phan-mem-nhung-matlab-simulink-duoc-chon-lam-26682775737.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/54698-200x200.jpg?v=1610509897","Kỹ Sư Phát Triển Phần Mềm Nhúng Matlab Simulink - Được Chọn Làm","Công Ty TNHH R Techno Việt Nam","Từ 47 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/senior-recruitment-executive-26682721421.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/2252-200x200.jpg?v=1488466835","Senior Recruitment Executive","Công ty Cổ phần Giáo dục Yola","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/tro-ly-ca-nhan-quay-chup-edit-video-anh-tiktok-26682463420.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/286129-200x200.jpg?v=1743569775","Trợ Lý Cá Nhân Quay/ Chụp, Edit Video/Ảnh Tiktok","CÔNG TY TNHH SKINCARE WITH NUN","12 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/structural-engineer-modeler-26682232577.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/296135-200x200.jpg?v=1744221630","Structural Engineer - Modeler","PONTOS TECH COMPANY LIMITED","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-open-for-fresher-26681241310.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/278309-200x200.jpg?v=1741596492","Nhân Viên Kỹ Thuật (Open For Fresher)","Công ty CP TIM CORP","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/quality-control-engineer-manual-qc-tester-26679190881.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/94429-200x200.jpg?v=1665110671","Quality Control Engineer (Manual QC/Tester)","Công Ty TNHH Maple Labs","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/quan-ly-du-an-erp-26678892143.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/116102-200x200.jpg?v=1684918459","Quản Lý Dự Án Erp","Xí Nghiệp Liên Doanh Vianco LTD","25 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/om-engineer-bao-tri-van-hanh-solar-26678145298.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/194288-200x200.jpg?v=1751421737","O&M Engineer (Bảo Trì & Vận Hành Solar)","Công Ty Cổ Phần Đầu Tư Và Phát Triển Năng Lượng Mặt Trời Bách Khoa","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","9 ngày trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-tro-livestream-26677765086.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/62513-200x200.jpg?v=1646901264","Thực Tập Sinh Trợ Livestream","Công Ty TNHH Intrepid Việt Nam","5 - 5 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","9 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-phu-trach-san-pham-phong-mo-26672102643.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/59249-200x200.jpg?v=1617097141","Chuyên Viên Phụ Trách Sản Phẩm Phòng Mổ","Công Ty TNHH Thiết Bị Y Tế Thái Sơn","9 - 34 triệu VNĐ","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/senior-officer-compliance-anti-money-laundry-aml-dept-26672021169.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485569-200x200.jpg?v=1776978014","Senior Officer - Compliance & Anti-Money Laundry (AML) Dept.","Ngân Hàng TNHH Indovina – Hội Sở","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/erp-analyst-erp-fast-26671953274.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485514-200x200.jpg?v=1776960032","ERP Analyst (ERP Fast)","CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ 3T","20 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/merchandiser-temp-6-month-contract-26670704006.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485502-200x200.jpg?v=1776956417","Merchandiser - Temp 6 Month Contract","Columbia Sportswear Company","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/reverse-data-analyst-26670527479.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/8436-200x200.jpg?v=1690250331","Reverse Data Analyst","Công ty TNHH Onpoint","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/mfg-japanese-interpreter-phien-dich-tieng-nhat-khoi-nha-may-26670513900.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/485504-200x200.jpg?v=1776956421","MFG Japanese Interpreter (Phiên Dịch Tiếng Nhật Khối Nhà Máy)","Ascenx Technologies (Vietnam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
"https://jobsgo.vn/viec-lam/senior-non-trade-procurement-executive-senior-buyer-26670459584.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/8436-200x200.jpg?v=1690250331","Senior Non-Trade Procurement Executive (Senior Buyer)","Công ty TNHH Onpoint","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","10 ngày trước"
